,name,inactive,quoted,branch,owndata,woco,country_iso,nbr_employees22,nbr_employees21,nbr_employees20,nbr_employees19,nbr_employees18,nbr_employees17,nbr_employees16,nbr_employees15,nbr_employees14,nbr_employees13,nbr_employees12,postal_code,primary_activity,secundary_activity,orbis_nbr,ticker,total_assets22,total_assets21,total_assets20,total_assets19,total_assets18,total_assets17,total_assets16,total_assets15,total_assets14,total_assets13,total_assets12,fixed_assets22,fixed_assets21,fixed_assets20,fixed_assets19,fixed_assets18,fixed_assets17,fixed_assets16,fixed_assets15,fixed_assets14,fixed_assets13,fixed_assets12,intangibles22,intangibles21,intangibles20,intangibles19,intangibles18,intangibles17,intangibles16,intangibles15,intangibles14,intangibles13,intangibles12,cash_and_cash22,cash_and_cash21,cash_and_cash20,cash_and_cash19,cash_and_cash18,cash_and_cash17,cash_and_cash16,cash_and_cash15,cash_and_cash14,cash_and_cash13,cash_and_cash12,shareholder22,shareholder21,shareholder20,shareholder19,shareholder18,shareholder17,shareholder16,shareholder15,shareholder14,shareholder13,shareholder12,revenues22,revenues21,revenues20,revenues19,revenues18,revenues17,revenues16,revenues15,revenues14,revenues13,revenues12,gross_margin22,gross_margin21,gross_margin20,gross_margin19,gross_margin18,gross_margin17,gross_margin16,gross_margin15,gross_margin14,gross_margin13,gross_margin12,net_income22,net_income21,net_income20,net_income19,net_income18,net_income17,net_income16,net_income15,net_income14,net_income13,net_income12,salaries22,salaries21,salaries20,salaries19,salaries18,salaries17,salaries16,salaries15,salaries14,salaries13,salaries12,D&A22,D&A21,D&A20,D&A19,D&A18,D&A17,D&A16,D&A15,D&A14,D&A13,D&A12,R&D22,R&D21,R&D20,R&D19,R&D18,R&D17,R&D16,R&D15,R&D14,R&D13,R&D12,EBITDA22,EBITDA21,EBITDA20,EBITDA19,EBITDA18,EBITDA17,EBITDA16,EBITDA15,EBITDA14,EBITDA13,EBITDA12,roic22,roic21,roic20,roic19,roic18,roic17,roic16,roic15,roic14,roic13,roic12,roa22,roa21,roa20,roa19,roa18,roa17,roa16,roa15,roa14,roa13,roa12,roce22,roce21,roce20,roce19,roce18,roce17,roce16,roce15,roce14,roce13,roce12,debt_to_equity22,debt_to_equity21,debt_to_equity20,debt_to_equity19,debt_to_equity18,debt_to_equity17,debt_to_equity16,debt_to_equity15,debt_to_equity14,debt_to_equity13,debt_to_equity12,se%22,se%21,se%20,se%19,se%18,se%17,se%16,se%15,se%14,se%13,se%12,market_cap22,market_cap21,market_cap20,market_cap19,market_cap18,market_cap17,market_cap16,market_cap15,market_cap14,market_cap13,market_cap12
30.0,LVMH MOET HENNESSY LOUIS VUITTON,Non,Oui,Non,Non,Oui,FR,,175647.0,150479.0,163309.0,156088.0,145247.0,,125346.0,121289.0,114635.0,106348.0,75008,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,3882400,MC,,125311000000.0,108671000000.0,96507000000.0,74300000000.0,69755000000.0,59622000000.0,57601000000.0,53362000000.0,56176000000.0,49998000000.0,,91010000000.0,68698000000.0,69997000000.0,50749000000.0,48694000000.0,40224000000.0,38651000000.0,35252000000.0,40205000000.0,35725000000.0,,50455000000.0,33055000000.0,33247000000.0,30981000000.0,30794000000.0,23736000000.0,23694000000.0,21841000000.0,21654000000.0,19316000000.0,,10565000000.0,20715000000.0,6406000000.0,5276000000.0,4253000000.0,3918000000.0,3979000000.0,4344000000.0,3397000000.0,2798000000.0,,48909000000.0,38829000000.0,38365000000.0,33957000000.0,30377000000.0,27903000000.0,25799000000.0,23003000000.0,27907000000.0,25508000000.0,,64224000000.0,44651000000.0,53670000000.0,46832000000.0,42639000000.0,37603000000.0,35678000000.0,30643000000.0,29016000000.0,28103000000.0,,49095000000.0,33506000000.0,40055000000.0,33192000000.0,29738000000.0,24520000000.0,24669000000.0,21019000000.0,20138000000.0,19274000000.0,,12036000000.0,4702000000.0,7171000000.0,6354000000.0,5365000000.0,3981000000.0,3573000000.0,5648000000.0,3436000000.0,3424000000.0,,10541000000.0,8537000000.0,9419000000.0,8290000000.0,7618000000.0,6575000000.0,6249000000.0,5455000000.0,4980000000.0,4803000000.0,,5168000000.0,4822000000.0,4534000000.0,1972000000.0,1880000000.0,,1583000000.0,1336000000.0,1136000000.0,1019000000.0,,147000000.0,139000000.0,140000000.0,130000000.0,130000000.0,111000000.0,97000000.0,79000000.0,71000000.0,69000000.0,,22204000000.0,12794000000.0,15807000000.0,11854000000.0,10008000000.0,,7966000000.0,6774000000.0,7027000000.0,6758000000.0,,17.98,9.37,15.14,17.01,15.08,14.13,13.61,20.78,13.18,14.61,,9.61,4.33,7.43,8.55,7.69,6.68,6.2,10.58,6.12,6.85,,12.67,6.18,10.35,11.56,10.17,8.8,8.28,14.16,8.1,8.93,,106.97,119.98,99.73,74.69,89.03,75.81,79.79,88.5,67.88,65.75,,39.03,35.73,39.75,45.7,43.55,46.8,44.79,43.11,49.68,51.02,,366958.59,257880.52,209349.64,130398.62,124416.18,91992.17,73634.64,67142.38,67327.36,70472.05
18.0,NESTLE S.A.,Non,Oui,Non,Non,Oui,CH,,276.0,273000.0,291000.0,308000.0,323000.0,328000.0,335000.0,339000.0,333000.0,339000.0,1800,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,58913260,NESN,,134602626509.0,114700562510.0,117626965325.0,121522998398.0,113886152985.0,123160870985.0,114796866324.0,111128046281.0,97962721575.0,104376519143.0,,96626348254.0,83194622210.0,84838701574.0,85156122485.0,86627342822.0,93242063485.0,87545664929.0,82847644784.0,73508235707.0,75266129641.0,,51498259492.0,44175641549.0,42953977020.0,44644612979.0,43055480448.0,49865301659.0,48151134136.0,45264797390.0,35553598292.0,38249918977.0,,13538426629.0,7961566281.0,9435716313.0,9136287315.0,7346473332.0,8680021051.0,5374506492.0,7395490289.0,5736629044.0,7793365177.0,,51974208466.0,43015947726.0,48600880421.0,51799494037.0,53201872338.0,61608914477.0,59240856576.0,59860086016.0,52168105803.0,51766136185.0,,85457025364.0,80307409998.0,88946543383.0,83657207276.0,77297415733.0,84259511579.0,82665557484.0,76677102837.0,75711628318.0,76534567008.0,,44800148311.0,43772430618.0,49473383079.0,46276567999.0,41700405360.0,45913725810.0,44195015920.0,39624705540.0,39154343617.0,39119799101.0,,16353490687.0,11312101143.0,11592609081.0,8989056591.0,6117928915.0,7965712090.0,8393673706.0,12037969554.0,8145801768.0,8774047522.0,,14096602561.0,13656458272.0,14803124658.0,14773627591.0,14378329862.0,15609284844.0,15130092179.0,13305387212.0,12628229481.0,12332948712.0,,5848755084.0,3861946891.0,5561399979.0,4587212697.0,6425706222.0,3522056735.0,3475606783.0,4267749998.0,2783318388.0,2678271598.0,,1615517861.0,1457478041.0,1537222808.0,1496254412.0,1486735381.0,1620967787.0,1553561050.0,1355687219.0,1222480285.0,1276706189.0,,17146738978.0,17545224239.0,20343378629.0,16784302607.0,15108446029.0,15812839555.0,14963440815.0,13318710920.0,13400108251.0,14171107947.0,,20.59,19.83,20.02,15.87,11.72,14.87,14.89,18.94,16.63,17.26,,12.15,9.86,9.86,7.4,5.37,6.47,7.31,10.83,8.32,8.41,,18.02,15.68,16.02,11.86,8.42,9.82,10.8,15.14,12.41,12.81,,103.28,107.09,89.85,86.09,70.71,50.53,47.46,44.39,42.91,47.82,,38.61,37.5,41.32,42.63,46.72,50.02,51.61,53.87,53.25,49.6,,347039.94,277783.72,286689.55,216790.51,222966.72,212278.9,220067.97,195899.43,171276.93,158925.18
140.0,ASML HOLDING N.V.,Non,Oui,Non,Non,Oui,NL,,32016.0,28073.0,24900.0,23247.0,19216.0,16647.0,11824.0,14072.0,10360.0,8497.0,5504 DR,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,59972651,ASML,,32131100000.0,28866700000.0,24035100000.0,21675900000.0,19598100000.0,18665900000.0,14514780000.0,13067411000.0,12203365000.0,7883055000.0,,14202000000.0,13099500000.0,12063200000.0,11245400000.0,10812000000.0,10229100000.0,7001541000.0,6138869000.0,5347579000.0,2184728000.0,,7430000000.0,7304300000.0,7082100000.0,7155400000.0,7298800000.0,7780600000.0,4666323000.0,4048519000.0,3486868000.0,618995000.0,,7590300000.0,7351600000.0,4718100000.0,4034400000.0,3288300000.0,4056900000.0,3408717000.0,2754351000.0,3261050000.0,2962768000.0,,11843800000.0,15300900000.0,13876900000.0,12942400000.0,12056300000.0,11180700000.0,9491151000.0,8365930000.0,7544795000.0,4498202000.0,,18824700000.0,13978500000.0,11820000000.0,10944000000.0,9058500000.0,6968900000.0,6370575000.0,5980939000.0,5309782000.0,4731555000.0,,10393000000.0,7183400000.0,5578000000.0,5336900000.0,4424200000.0,3492600000.0,3275828000.0,2622032000.0,2480257000.0,2184960000.0,,6134600000.0,3696800000.0,2581100000.0,2525500000.0,2173400000.0,1642800000.0,1387174000.0,1418320000.0,1193844000.0,1302347000.0,,3439200000.0,2964200000.0,2533400000.0,2092500000.0,1766300000.0,1518000000.0,1397130000.0,1194615000.0,1013099000.0,838231000.0,,920100000.0,982300000.0,825100000.0,748900000.0,715900000.0,503600000.0,296884000.0,362328000.0,329821000.0,289097000.0,,1745700000.0,1448000000.0,1538200000.0,1239800000.0,795100000.0,639500000.0,1068077000.0,735947000.0,563965000.0,298052000.0,,7964000000.0,5226100000.0,3541800000.0,3632200000.0,3227000000.0,2506100000.0,1862019000.0,1886085000.0,1604957000.0,1630429000.0,,35.57,19.1,14.11,16.2,15.3,13.28,13.72,15.11,13.75,23.42,,19.09,12.81,10.74,11.65,11.09,8.8,9.56,10.85,9.78,16.52,,31.21,16.8,13.53,14.36,13.53,10.7,12.3,14.05,13.08,22.81,,71.76,45.6,39.38,38.18,36.74,41.65,20.26,21.74,23.83,28.96,,36.86,53.01,57.74,59.71,61.52,59.9,65.39,64.02,61.83,57.06,,287255.51,166771.22,112246.47,58621.31,62036.18,46840.63,35771.59,39161.88,30401.64,20152.92
33.0,ROCHE HOLDING AG,Non,Oui,Non,Non,Oui,CH,,100920.0,101465.0,97735.0,94442.0,93734.0,94052.0,91747.0,88509.0,85080.0,82089.0,4070,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,2223221,ROG,,89305246952.0,79660053000.0,76393170047.0,69639245814.0,65553146658.0,71728758298.0,70144484994.0,62988659039.0,50564159613.0,53586104010.0,,54840543450.0,49195432671.0,47658503998.0,41041007955.0,38561076828.0,44958512650.0,44052436420.0,37079044712.0,26843324589.0,27645981043.0,,22178061371.0,19666705601.0,19136217417.0,16225535399.0,15769312302.0,21782221502.0,23093249861.0,19011264868.0,9019350555.0,9669560995.0,,12605876199.0,11406430306.0,10902145966.0,11634774973.0,10256678758.0,8503544720.0,8490887001.0,9745459165.0,9707453231.0,11568909516.0,,27420271725.0,36781899835.0,32975819645.0,26932579421.0,24799156517.0,24652529668.0,21572093243.0,17952030137.0,17276582662.0,13832086226.0,,63701707289.0,55804947621.0,58612135895.0,52769797728.0,47115576090.0,49148191486.0,46665159473.0,41524999295.0,39539062962.0,39230601322.0,,48753813879.0,44702775104.0,47540821870.0,43717768960.0,38103685552.0,39399975073.0,35962438533.0,34197793006.0,31900797919.0,32135951643.0,,13475547191.0,13219954696.0,12409028849.0,9312786798.0,7380670811.0,8941467468.0,8205728000.0,7771052288.0,9080352565.0,7887629753.0,,16177428261.0,14451782584.0,14949307927.0,13566513035.0,12299978102.0,12203011523.0,11873909693.0,9923663751.0,9013657034.0,9305732807.0,,4929747917.0,4817260861.0,5800441803.0,6264401253.0,6530008532.0,5359651553.0,3610779556.0,3815576681.0,2079761869.0,2972641678.0,,13494894710.0,11330597058.0,11744308700.0,10724782663.0,9653948198.0,10767857440.0,8870481775.0,8239880239.0,7539848466.0,7898379222.0,,22492458560.0,21965747740.0,21933926151.0,19363501084.0,17103013966.0,18496400280.0,16406826796.0,15548766431.0,15399347467.0,14652353415.0,,33.09,30.51,29.89,26.95,24.01,26.05,26.16,27.32,35.0,32.72,,15.09,16.6,16.24,13.37,11.26,12.47,11.7,12.34,17.96,14.72,,26.66,24.47,24.6,20.37,17.38,19.72,20.15,21.27,27.43,26.47,,143.51,62.76,69.14,91.59,98.7,125.67,149.55,173.22,128.93,206.83,,30.7,46.17,43.17,38.67,37.83,34.37,30.75,28.5,34.17,25.81,,257652.39,200765.63,202822.1,151668.72,148059.44,152587.68,179787.5,157903.98,142401.97,106892.34
70.0,L'OREAL,Non,Oui,Non,Non,Oui,FR,,85412.0,85392.0,87974.0,86030.0,82606.0,79741.0,73269.0,78611.0,74978.0,72637.0,75008,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,50412535,OR,,43013400000.0,43606900000.0,43809800000.0,38457500000.0,35339100000.0,35630200000.0,33711300000.0,32063000000.0,30878900000.0,29530900000.0,,30937600000.0,29046800000.0,29893300000.0,25991200000.0,24320100000.0,25584600000.0,24457600000.0,23288400000.0,21489300000.0,21321300000.0,,14537200000.0,13870500000.0,12749500000.0,12684500000.0,11451500000.0,11972000000.0,11094400000.0,10240000000.0,8311300000.0,9103600000.0,,2713800000.0,6405900000.0,5286000000.0,4015100000.0,3070200000.0,1795500000.0,1501500000.0,1989000000.0,3163800000.0,1823200000.0,,23592600000.0,28998800000.0,29426000000.0,26933700000.0,24818500000.0,24504000000.0,23617000000.0,20188700000.0,22642800000.0,20925500000.0,,32297500000.0,27992100000.0,29873600000.0,26937400000.0,26548400000.0,25837100000.0,25257400000.0,22532000000.0,22950500000.0,22462700000.0,,24955000000.0,21668500000.0,23197900000.0,20688000000.0,20437300000.0,19817600000.0,19517800000.0,16871400000.0,17363200000.0,16837000000.0,,4597100000.0,3563400000.0,3750000000.0,3895400000.0,3581300000.0,3105800000.0,3297400000.0,4910200000.0,2958200000.0,2867700000.0,,6471100000.0,6124200000.0,6131100000.0,5634100000.0,5433500000.0,5229300000.0,5016600000.0,4691700000.0,4448500000.0,4473600000.0,,1391100000.0,1303300000.0,1366100000.0,1095400000.0,1170300000.0,1524500000.0,1181900000.0,872700000.0,873700000.0,840800000.0,,1024500000.0,962300000.0,1001800000.0,908200000.0,880400000.0,848100000.0,817200000.0,754900000.0,732900000.0,800500000.0,,7127000000.0,5802000000.0,6657100000.0,5909600000.0,5646100000.0,5466500000.0,5444400000.0,4420400000.0,5290600000.0,4549800000.0,,23.18,15.06,16.71,18.46,17.38,16.56,17.96,17.37,16.74,16.92,,10.69,8.17,8.56,10.13,10.13,8.72,9.78,15.31,9.58,9.71,,17.69,11.33,11.66,13.92,13.92,11.96,13.16,21.84,12.32,12.56,,21.86,14.95,14.81,9.79,10.09,12.85,11.25,13.95,9.61,11.59,,54.85,66.5,67.17,70.04,70.23,68.77,70.06,62.97,73.33,70.86,,232521.5,174004.97,147342.94,112751.8,103668.0,97425.78,86923.72,77811.8,76784.81,63761.92
37.0,ACCENTURE PUBLIC LIMITED COMPANY,Non,Oui,Non,Non,Oui,IE,721000.0,624000.0,506000.0,492000.0,459000.0,425000.0,384000.0,358000.0,305000.0,275000.0,257000.0,D2,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,7561404,ACN,47263390000.0,36484578693.0,31054100942.0,26993354883.0,20984525744.0,19188067576.0,18513299442.0,16287168696.0,13596033615.0,12744275426.0,13214982388.0,25652519000.0,19865925336.0,16188307234.0,12993179120.0,9324108354.0,8957802078.0,7754924895.0,5962251110.0,4569312281.0,3795142319.0,3233275574.0,15064101000.0,10847389900.0,7161306376.0,6384854834.0,5209955375.0,4831064674.0,3700672105.0,3026964168.0,2118420953.0,1374073252.0,963748274.0,7893806000.0,6905923108.0,7127001515.0,5554696640.0,4346879669.0,3492491318.0,4409346230.0,3890516633.0,3733626185.0,4257204263.0,5267454378.0,22747088000.0,16982522779.0,14655925179.0,13435741442.0,9204860280.0,8211585591.0,7356608312.0,5927393327.0,4765950860.0,4101117376.0,3666979465.0,61594305000.0,42701873999.0,37124826812.0,39158203463.0,35708014322.0,31091313194.0,31259129165.0,29348575168.0,24183111843.0,23170627985.0,23617459939.0,20732184000.0,14525002498.0,12309780064.0,12624707922.0,11189223733.0,10356907358.0,10465223258.0,9880253256.0,8312659423.0,8081834303.0,8046032485.0,6877169000.0,4991389231.0,4277922517.0,4330472840.0,3484597887.0,2913445231.0,3693758702.0,2722765299.0,2230434887.0,2277179384.0,2240054619.0,1679789000.0,1134824430.0,1003187700.0,990623870.0,838475254.0,672503169.0,681078004.0,606624220.0,509024031.0,465340372.0,426679864.0,1030645000.0,696938602.0,604453994.0,559936317.0,509533694.0,433178857.0,654915589.0,575945662.0,470687671.0,448075545.0,470656550.0,1123296000.0,945006078.0,729155011.0,724658967.0,678721663.0,595616911.0,577979725.0,557771786.0,484920305.0,540305236.0,443748296.0,10397826000.0,7137305605.0,6059767745.0,6273121467.0,5522869992.0,4350818587.0,4976192286.0,4531246073.0,3731615266.0,3523745273.0,3545387209.0,31.08,28.47,27.88,33.51,40.76,36.0,47.91,45.46,44.16,46.93,45.81,14.55,13.68,13.78,16.04,16.61,15.18,19.95,16.72,16.41,17.87,16.95,23.28,21.72,21.06,25.64,28.53,26.9,35.19,31.52,30.28,34.78,33.19,30.78,36.73,39.57,26.35,33.36,32.53,43.27,46.46,55.48,60.4,85.02,48.13,46.55,47.2,49.77,43.87,42.8,39.74,36.39,35.05,32.18,27.75,191591.75,189533.78,133369.1,120394.83,97808.32,73439.47,84189.92,67042.32,48165.58,41965.75,31007.63
45.0,NOVARTIS AG,Non,Oui,Non,Non,Oui,CH,,104323.0,105794.0,103914.0,125161.0,121597.0,118393.0,118700.0,133413.0,135696.0,127724.0,4056,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,2223011,NOVN,,116364969294.0,107618837417.0,105367647690.0,127129193581.0,110963935030.0,123445644951.0,120837703342.0,103275626479.0,91548113404.0,94126879214.0,,75999449614.0,83437420303.0,79104514485.0,96069820585.0,87443539781.0,99794178855.0,99853960048.0,72338321924.0,69401785529.0,72902079305.0,,56310244293.0,54443841693.0,49235363364.0,64640142100.0,51485885048.0,59121550162.0,60063381824.0,43771496391.0,42685085556.0,46552222369.0,,13374532834.0,7891781867.0,9945701847.0,11904797495.0,7689488265.0,6967083832.0,4640397073.0,11124284106.0,5125081705.0,5098529817.0,,59881671895.0,46178821898.0,49449000564.0,68726602923.0,61891958953.0,71047368633.0,70838618970.0,58351013122.0,54000436433.0,52495833313.0,,48321547892.0,42082983850.0,46761622611.0,47909146164.0,43445358553.0,48726896357.0,48163867953.0,50783271202.0,43650207761.0,44421708423.0,,39800448316.0,35033839576.0,38377252639.0,37710024666.0,34217472342.0,37857904056.0,35987877535.0,38159111384.0,33038939274.0,33935123237.0,,21208717534.0,6578114749.0,10443298494.0,11013968249.0,6422915648.0,6367519973.0,16334160955.0,8409517305.0,6652889734.0,7025921124.0,,,11325896777.0,12322415705.0,13668988745.0,,,,13521120086.0,11308099771.0,11195998581.0,,5488255618.0,5273411861.0,5221649247.0,5876852934.0,5092972709.0,5751828605.0,3810048903.0,3932128856.0,3606700113.0,3728967846.0,,8423095012.0,7318071165.0,8495639347.0,7924886836.0,7481033259.0,8575091334.0,8207036390.0,8189601427.0,7143789609.0,7072912182.0,,15808754317.0,13546580955.0,13372798608.0,13011347155.0,12288005700.0,13595489977.0,12055663416.0,12774888678.0,11517656734.0,12212369695.0,,26.62,10.91,11.0,12.79,8.94,7.92,8.37,12.92,11.48,11.81,,18.23,6.11,9.91,8.66,5.79,5.16,13.52,8.14,7.27,7.46,,24.54,9.08,14.04,11.74,7.76,6.89,17.31,11.18,9.92,10.15,,57.65,84.12,70.41,54.56,51.63,47.59,45.66,47.26,41.69,51.54,,51.46,42.91,46.93,54.06,55.78,57.55,58.62,56.5,58.99,55.77,,189059.42,190849.77,213543.19,190117.89,184348.36,181769.88,215131.17,208113.74,156718.99,128556.04
137.0,NOVO NORDISK A/S,Non,Oui,Non,Non,Oui,DK,,47792.0,45323.0,42703.0,42672.0,42076.0,41971.0,40638.0,40957.0,37978.0,34286.0,2880,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,2915732,NOVO.B,,26174447747.0,19496380845.0,16748925244.0,14839009356.0,13748352278.0,13120038561.0,12345509947.0,10368951717.0,9422673220.0,8795014425.0,,14656145904.0,10643085093.0,8421131124.0,6926183876.0,5678389845.0,5080872436.0,4930054240.0,4140072609.0,3788386994.0,3416005085.0,,5809411868.0,2778989657.0,778030593.0,689242506.0,446614932.0,365062023.0,290216783.0,185414542.0,216352947.0,200224559.0,,2352912059.0,1716201339.0,2063414468.0,2094922120.0,2532205922.0,2784236851.0,2752218010.0,2140071333.0,2142095125.0,2281622466.0,,9520109611.0,8519122818.0,7679368624.0,6944536883.0,6691164757.0,6089164597.0,6316585766.0,5421693448.0,5702742174.0,5441822262.0,,18994466286.0,17142641045.0,16353709704.0,15137212236.0,15144342950.0,15136488371.0,14987316475.0,12052752576.0,11302465514.0,10551365506.0,,16306077546.0,14743430049.0,14151489778.0,13114764401.0,13082795289.0,13112774983.0,13097410797.0,10555577240.0,9686985520.0,9014524828.0,,6426538245.0,5668832172.0,5193670885.0,5174744318.0,5007460045.0,5101318062.0,4688117265.0,3563107763.0,3373766330.0,2870376420.0,,4916018493.0,4521020788.0,4256834048.0,4223201166.0,4048144604.0,4163913037.0,3967282252.0,3631191767.0,3269675779.0,2972966395.0,,810768954.0,773952050.0,754829680.0,525806965.0,427407132.0,429492645.0,397938582.0,462190822.0,374967120.0,360672065.0,,2192373078.0,1844812178.0,1722067713.0,1817617555.0,1783504680.0,1835129395.0,1739686889.0,1851723463.0,1509379973.0,1397420099.0,,8702343150.0,8055531863.0,7752838180.0,6855317153.0,7004668291.0,6944114567.0,7047372605.0,5103205624.0,4593916574.0,4308109291.0,,62.63,72.16,79.1,84.4,90.76,96.18,96.27,79.25,70.89,66.59,,24.55,29.08,31.01,34.87,36.42,38.88,37.97,34.36,35.81,32.64,,50.71,57.43,64.69,68.52,70.14,76.47,79.34,61.69,54.94,52.1,,52.45,28.44,16.83,10.19,14.41,11.18,10.71,9.43,8.83,9.6,,36.37,43.7,45.85,46.8,48.67,46.41,51.17,52.29,60.52,61.87,,175319.14,104036.27,96025.16,76326.11,88178.26,68950.19,110925.12,73990.95,58925.4,55544.3
277.0,HERMES INTERNATIONAL,Non,Oui,Non,Non,Non,FR,,17595.0,16600.0,15417.0,14284.0,13483.0,12834.0,12244.0,11718.0,11037.0,10118.0,75008,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,Your access does not allow you to download OVERVIEW data. Please contact your local BvDEP account manager for more information.,3853508,RMS,,13847000000.0,11051000000.0,9881100000.0,8451900000.0,6768200000.0,5998700000.0,5187600000.0,4768200000.0,3937600000.0,3405800000.0,,5002000000.0,4401000000.0,3790500000.0,3476400000.0,2297600000.0,2185800000.0,2092400000.0,1976500000.0,1688400000.0,1603000000.0,,299000000.0,263000000.0,200300000.0,157800000.0,164800000.0,158700000.0,160300000.0,155000000.0,160400000.0,181000000.0,,6696000000.0,4733000000.0,4384200000.0,3479100000.0,2931900000.0,2328900000.0,1627800000.0,1482700000.0,1120800000.0,751400000.0,,9412000000.0,7391000000.0,6575900000.0,5474700000.0,5045500000.0,4384800000.0,3748700000.0,3458500000.0,2841200000.0,2358200000.0,,9010000000.0,6534000000.0,6903900000.0,5990500000.0,5596200000.0,5235300000.0,4859500000.0,4121800000.0,3758200000.0,3490600000.0,,6553000000.0,4564000000.0,4826400000.0,4198700000.0,3972100000.0,3598300000.0,3217000000.0,2790000000.0,2614200000.0,2397100000.0,,2445000000.0,1385000000.0,1528200000.0,1405500000.0,1221500000.0,1100300000.0,972600000.0,858800000.0,790300000.0,739900000.0,,1489000000.0,1297000000.0,1253700000.0,1126300000.0,,,932900000.0,,836100000.0,765000000.0,,630000000.0,565000000.0,486800000.0,387800000.0,242600000.0,231600000.0,147500000.0,161600000.0,144700000.0,121700000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4248000000.0,2653000000.0,2835700000.0,2532700000.0,2198400000.0,1960800000.0,1725300000.0,1471900000.0,1365300000.0,1256300000.0,,31.42,21.93,30.03,31.88,35.68,36.16,37.2,35.07,40.04,44.44,,17.66,12.53,15.47,16.63,18.05,18.34,18.75,18.01,20.07,21.73,,22.65,15.4,20.59,22.07,23.33,24.51,24.23,23.91,26.81,30.27,,19.77,24.96,19.8,23.44,7.84,7.85,8.32,8.32,8.74,8.41,,67.97,66.88,66.55,64.78,74.55,73.1,72.26,72.53,72.16,69.24,,162154.62,92858.85,70330.34,51180.05,47110.35,41172.07,32911.26,31121.86,27817.54,23890.36
